c1,c2,c3,mu_c,alpha,beta,sigma_c,sigma,s_m_n1,s_m_n2,s_m_n3
0.426428,1.68136,1.04147,2.33886,0.295052,0.997587,2.12593,0.60064,0.753096,0.153259,2.70117
0.710531,3.63299,0.552802,2.85923,0.299904,0.986808,2.1504,0.619283,0.836286,0.403846,14.2795
0.855899,3.56196,0.593859,2.65436,0.289057,0.981107,2.38379,0.606025,0.817238,0.228929,26.0349
0.246642,2.58218,0.799459,2.74464,0.284724,0.988403,2.26812,0.620298,0.885706,0.617435,11.707
0.163177,2.32641,0.991923,3.56858,0.301048,0.993255,2.32463,0.614196,0.862179,0.203599,20.1253
0.419472,2.91974,0.709152,3.17627,0.286021,0.980152,2.21672,0.6072,1.57203,1.3122,7.80392
0.903685,3.80302,0.146007,2.89922,0.311181,0.993917,2.15974,0.62856,0.670492,0.40511,20.1441
0.470546,3.43812,0.394421,1.87053,0.287611,0.99681,2.24474,0.618696,0.89586,0.250159,11.8612
0.504949,2.65246,0.856778,4.34136,0.295818,0.964949,1.94584,0.614498,0.532737,0.228629,7.3114
0.630824,3.20665,0.444112,2.75941,0.290712,0.996453,2.88698,0.616569,1.07471,0.497847,9.43511
0.752535,3.21648,0.211683,2.43821,0.300119,0.993834,2.47138,0.614786,1.45667,1.29097,7.7417
0.850737,3.52528,0.0157089,2.29584,0.300711,0.992842,2.10954,0.61242,1.32991,0.996413,6.23549
0.396408,2.7468,0.844893,4.0063,0.293883,0.981861,2.16022,0.617716,1.11154,0.904682,3.59654
0.950415,3.44376,0.290145,1.67626,0.310655,0.995559,2.48151,0.621706,1.02284,0.590309,26.7791
0.532041,3.72294,0.957759,4.33409,0.279703,0.977141,2.10723,0.610445,0.93448,0.477772,5.67828
0.0604512,4.25219,0.790141,1.30567,0.294011,0.993309,2.26909,0.618049,1.42526,1.40812,2.19721
0.177294,4.32423,0.601568,1.42756,0.283452,0.980804,2.44222,0.61831,1.48762,1.48485,2.82746
0.192327,2.11763,1.42154,3.64086,0.296878,0.995545,2.38252,0.630982,0.920756,0.0452813,1.61894
0.35903,2.94745,0.887772,2.48568,0.292344,0.98489,2.43902,0.599687,0.997793,0.76119,28.7451
0.35142,2.11849,0.955642,3.32146,0.2901,0.990378,1.76452,0.614073,0.828606,0.0451489,5.1202
0.641966,3.43029,0.300523,3.19776,0.294751,0.983527,2.91164,0.617243,0.916577,0.694691,19.7716
0.755371,3.59666,0.29227,2.37049,0.2921,0.978568,2.21591,0.610502,0.743031,0.234464,17.8575
0.837077,4.19772,0.614893,2.65451,0.294849,0.989822,3.1534,0.616738,0.83127,0.116098,13.8269
0.697418,3.62687,0.791855,2.56008,0.297841,0.994677,2.74429,0.618082,0.728864,0.292928,10.2247
0.827004,3.4721,0.320987,3.40571,0.288322,0.997603,1.8109,0.609378,0.984525,0.653457,5.41187
0.506306,3.87826,0.892028,2.65563,0.302035,0.978431,2.39856,0.645705,1.02247,0.201938,1.82427
0.573487,3.8931,0.752683,2.34419,0.297208,0.982896,2.43421,0.645912,0.95042,0.192528,1.66439
0.387166,2.59035,1.20381,4.356,0.289429,0.995192,2.09588,0.592095,0.992046,0.340512,18.1419
0.863829,2.77926,-0.0974635,2.04778,0.295967,0.985384,2.52018,0.634398,0.938869,0.472173,15.3053
0.165555,1.01299,0.99751,3.09437,0.278745,0.99256,2.96634,0.589942,1.47641,0.987487,6.72493
0.381857,1.21026,0.657598,3.60002,0.293075,0.992823,2.62288,0.602745,1.33533,1.03824,15.0544
0.54556,3.35038,0.472406,2.94272,0.307601,0.983513,2.00915,0.632292,0.780963,0.58151,15.2997
0.343204,2.84013,1.20715,3.30293,0.307086,0.989285,2.95065,0.622176,1.06597,0.137847,4.45108
0.306496,3.95366,1.54043,2.81219,0.295771,0.989894,1.87878,0.604013,1.21342,0.349762,24.7348
0.334253,3.85233,1.24093,3.11098,0.295868,0.993239,2.46853,0.61479,1.00512,0.361132,4.79758
0.319008,3.74787,0.99262,3.84041,0.288603,0.994565,2.43347,0.634185,1.3552,1.10815,25.9869
0.284359,3.40233,1.3244,2.81474,0.305881,0.988458,1.75316,0.613798,0.766545,0.481691,6.69201
0.276183,3.61789,1.39685,2.33589,0.308976,0.992433,2.11172,0.616244,0.901108,0.655991,6.33261
0.610369,3.25635,0.127019,3.59177,0.290149,0.989582,2.10647,0.607244,1.21988,0.931642,13.0311
0.676965,1.97835,0.614289,3.09622,0.299882,0.984637,2.60359,0.629749,0.758924,0.446126,20.9445
0.387434,1.81958,0.808431,2.73844,0.28534,0.98827,1.77022,0.616797,1.72365,1.44225,8.94796
0.732758,2.3916,0.496379,2.91644,0.310203,0.99246,2.77976,0.620534,1.35154,0.888633,8.94774
0.503761,2.89574,0.801626,2.61509,0.297733,0.991974,1.72415,0.618995,0.704209,0.274875,5.34554
0.677683,3.26369,0.534726,3.27326,0.286802,0.986887,2.09409,0.613356,0.802428,0.447713,27.7516
0.752118,3.71307,0.139321,2.41562,0.298962,0.993408,1.90942,0.601932,1.09122,0.516947,16.682
0.206746,2.64388,1.01023,3.52054,0.294489,0.977039,2.71819,0.633469,0.924707,0.298117,10.0028
0.445916,2.93197,1.0291,3.00332,0.309995,0.997179,1.9969,0.61018,1.09133,0.250278,15.5488
0.353568,0.990915,1.23719,3.25798,0.278393,0.972495,2.26485,0.630225,1.13929,0.15272,5.34965
0.44705,2.03885,0.905672,2.35741,0.306207,0.999425,2.45423,0.612996,1.26077,0.345482,4.3374
0.708064,3.14827,0.874878,3.74458,0.288561,0.966503,2.36106,0.623002,0.722564,0.0554517,17.7632
0.533947,2.36624,1.45483,3.40309,0.288511,0.994372,2.31642,0.611298,0.966915,0.611846,16.1506
0.376316,2.7993,0.474218,3.61795,0.289814,0.97811,2.07095,0.606652,1.07354,0.714758,5.42761
0.285626,2.66634,0.414467,2.65792,0.288053,0.99579,2.23542,0.623538,0.741955,0.444635,5.45918
-0.0276208,3.0934,0.983988,3.72025,0.308486,0.990527,2.34565,0.61885,1.284,0.501958,10.605
0.554639,2.76442,0.976137,3.19657,0.299552,0.985057,2.3272,0.604431,0.916576,0.340705,16.0693
0.667105,3.23275,0.733494,3.29914,0.286373,0.99254,1.91417,0.624441,0.766801,0.487117,3.67526
0.331367,2.75597,1.15925,3.37602,0.303317,0.987762,2.61623,0.601324,1.04557,0.688607,27.016
0.412536,2.9843,0.717554,2.73588,0.292774,0.991356,1.94241,0.637913,0.859784,0.557803,8.09184
0.591116,2.5798,0.677404,2.53135,0.30231,0.982405,2.69034,0.614773,0.821418,0.361714,21.4924
0.268931,1.89066,1.18282,4.4652,0.29113,0.995594,2.31634,0.617562,0.954052,0.587115,9.61072
0.294802,2.87987,1.10218,2.40088,0.28727,0.955851,2.23581,0.592896,1.13146,0.57304,21.6175
0.0963276,2.21624,1.18731,2.77136,0.298108,0.998314,2.02017,0.628574,0.859685,0.473729,7.71959
-0.0152277,2.13253,1.1987,1.7381,0.305151,0.997698,2.59971,0.629624,1.07853,0.530453,9.90654
0.108504,1.93252,0.279449,3.83346,0.290536,0.972031,1.95145,0.623618,1.20813,0.30859,25.65
0.100322,1.95386,0.617762,2.93698,0.280169,0.989653,2.15446,0.623138,0.831964,0.298393,10.6594
0.146467,1.94081,1.52017,3.50048,0.303351,0.994535,1.91785,0.611421,1.42834,1.02987,23.5935
0.0153147,2.726,0.660886,2.47536,0.289823,0.977537,2.36571,0.64041,1.47181,1.3041,3.42782
0.235753,2.74952,0.769854,3.36893,0.313345,0.992527,1.87415,0.621112,1.17008,0.940529,3.2241
0.268135,3.93151,1.32444,3.32397,0.282204,0.974087,2.7547,0.602084,0.93919,0.629888,19.674
0.633041,4.96962,0.324647,2.60309,0.287693,0.992502,1.75917,0.606495,1.39843,0.568134,11.1291
0.633909,4.60132,0.896782,3.35398,0.298459,0.9897,2.62208,0.623229,1.09165,0.647802,15.1714
0.448077,3.66504,0.332242,2.99997,0.298731,0.998201,1.96138,0.61751,1.30711,0.994748,6.56711
0.303973,3.52483,1.18016,4.08102,0.293145,0.993954,2.44957,0.617182,0.900419,0.531381,21.3136
0.447563,3.96656,1.26682,2.72509,0.292351,0.984695,2.16082,0.620951,1.25216,0.748895,12.2701
0.390038,4.67648,1.4379,3.77437,0.29076,0.981553,1.80022,0.615059,1.92202,1.47125,9.21777
0.914568,5.00228,0.356441,2.25255,0.299211,0.992852,3.00034,0.60832,0.766594,0.454665,18.7659
0.331684,2.92595,1.08108,1.87193,0.300562,0.983386,2.59985,0.606127,1.29961,0.844328,14.3761
0.405249,2.88896,0.631184,2.06526,0.291323,0.99328,2.12108,0.630515,0.945501,0.380053,18.1916
0.2618,1.81327,1.04091,2.96042,0.299114,0.992711,2.64733,0.614176,1.56406,1.24833,7.27666
0.363025,2.44121,0.813734,2.58478,0.288615,0.971245,1.65047,0.629383,0.745268,0.263941,4.70812
0.121139,2.60136,1.01009,3.50216,0.298437,0.995614,2.1708,0.599353,1.1091,0.787857,25.9979
0.820365,3.57222,0.376182,3.53203,0.294425,0.983205,2.07969,0.625043,0.787681,0.371803,9.22643
0.564895,2.45596,0.313577,3.36107,0.295555,0.991274,1.59535,0.61186,0.944874,0.653851,16.8066
0.493768,3.13707,0.730288,2.22672,0.293081,0.991569,1.60065,0.623285,1.07481,0.684619,7.82918
0.3565,2.12367,0.754259,4.02147,0.293342,0.993679,1.92673,0.597599,1.23675,0.834961,25.2832
0.508498,1.71083,0.504832,2.96304,0.299699,0.995887,3.01625,0.623821,1.14467,0.837265,9.38631
0.183082,2.72287,1.20431,2.72137,0.293426,0.979305,1.9139,0.62431,1.09922,0.639494,10.8728
1.05544,3.64402,-0.246444,2.82955,0.297418,0.988388,1.66376,0.620482,0.910973,0.661401,4.32214
0.547886,3.40358,0.671731,3.46281,0.297839,0.987927,2.54864,0.614333,0.976398,0.45232,28.8179
0.311407,1.18119,1.36817,3.0241,0.291497,0.984214,1.64093,0.629453,1.02643,0.627628,2.14987
0.86444,4.09087,0.266962,2.8426,0.298341,0.989693,2.72901,0.612103,0.862226,0.489877,2.62151
0.611806,3.12905,1.10093,3.57239,0.298682,0.993982,1.56286,0.623535,1.00138,0.599894,3.63038
0.368406,2.97618,1.43563,2.83192,0.293474,0.986304,2.94632,0.61715,0.795397,0.304403,24.3894
0.418242,3.00072,1.27878,2.96428,0.300168,0.997293,1.53444,0.619851,0.903519,0.338288,9.29961
0.518559,2.56708,0.9391,2.63467,0.292178,0.974386,3.32461,0.621222,1.06337,0.670783,18.8265
0.937646,4.08881,0.0154871,2.48408,0.298313,0.997519,1.90989,0.631355,0.806093,0.164332,12.7384
1.06751,3.99522,-0.11648,2.59168,0.306966,0.990409,2.09538,0.635484,0.600605,0.321925,31.1882
1.15156,3.77013,-0.313244,2.99629,0.290747,0.996185,1.8354,0.60852,0.974662,0.236317,6.06932
1.26945,4.04919,-0.5576,3.17331,0.286586,0.99082,1.80356,0.618984,0.914596,0.789229,2.25093
0.233171,3.18559,1.91368,3.20552,0.301495,0.979468,2.30927,0.6232,0.90175,0.491321,25.3249
0.680859,3.88875,0.134009,3.25979,0.294678,0.997774,2.07627,0.614414,1.18547,1.02346,4.46473
0.454042,3.4894,1.09812,2.60376,0.295827,0.982863,2.34131,0.612557,0.819437,0.506384,27.9049
0.704302,3.88456,0.151837,2.35054,0.297187,0.991211,1.82774,0.635504,1.18985,0.953576,4.05118
0.566261,4.27356,0.693422,4.32982,0.295103,0.989122,2.93936,0.60156,1.05912,0.67218,28.8817
0.665308,3.43329,0.23565,2.40258,0.289697,0.998029,1.73177,0.630271,0.924491,0.881771,4.60121
0.207156,1.79419,1.23468,3.55339,0.299286,0.989225,3.12359,0.597592,1.06876,0.466093,28.0677
0.0822888,2.19308,1.12692,3.0908,0.302639,0.991836,1.4562,0.624936,1.19281,0.804798,2.76058
0.612845,3.13248,0.547029,3.4004,0.27863,0.987332,2.55416,0.614829,0.752091,0.376181,23.3097
0.444004,2.81382,0.920871,2.95662,0.286345,0.978028,1.88222,0.608246,0.933043,0.41062,10.0733
0.432728,3.13322,0.941941,2.46839,0.305547,0.993247,2.47416,0.63688,1.14357,0.475874,4.60532
0.952672,4.08886,-0.142109,2.88246,0.289745,0.990783,1.54128,0.594932,0.848627,0.529403,10.2284
-0.132108,1.38498,1.97919,2.78601,0.300996,0.99585,2.45255,0.632318,1.31268,0.783882,9.48602
-0.0645195,1.38319,1.7711,3.19415,0.305566,0.994627,2.45004,0.633562,1.31154,1.01022,8.23994
0.233067,2.13579,0.412493,3.01931,0.281312,0.979097,2.03661,0.602129,1.01013,0.723244,9.9972
0.714406,1.47548,1.24691,3.46595,0.298789,0.998298,2.59848,0.630713,0.992022,0.408527,6.9461
1.31532,4.08917,0.0844023,3.87281,0.291463,0.977991,1.94968,0.612479,0.878451,0.268766,10.0752
0.776238,3.24055,1.07464,2.43564,0.3033,0.996515,2.05184,0.606094,1.03162,0.417493,23.8123
0.963367,3.44259,0.0994235,3.57618,0.29079,0.991598,2.4664,0.620123,0.965302,0.513669,6.85341
0.75911,3.9505,0.987854,3.34608,0.301488,0.989228,3.06711,0.612653,1.39542,0.917617,3.14983
0.647888,3.20381,1.07783,3.20636,0.284998,0.983032,1.52342,0.603285,1.09326,0.634273,34.558
0.413884,2.51271,0.729832,2.81448,0.30359,0.98998,2.98406,0.625231,0.690718,0.364082,2.46707
0.427582,2.38359,0.691846,4.02935,0.295887,0.988058,2.7063,0.611462,0.799209,0.519961,19.8326
1.24675,4.75957,0.101542,3.78536,0.290867,0.991149,1.68756,0.612137,1.11056,0.681374,4.42229
0.810607,3.20045,0.869806,1.82783,0.279869,0.979504,2.14969,0.620351,1.24197,0.703333,28.2292
0.741032,3.19565,0.40384,4.00822,0.298007,0.990169,1.84832,0.614194,0.80273,0.337395,5.86311
0.568072,3.25319,0.519828,2.29521,0.309669,0.990615,2.59114,0.612519,0.635877,0.190724,4.11847
0.607336,3.26746,0.496544,2.45794,0.294463,0.983461,2.09107,0.608306,1.03726,0.865432,4.91678
0.769659,3.38447,0.232858,2.21647,0.302393,0.988743,2.55689,0.620393,1.05935,0.635968,4.89829
0.717682,2.66178,0.775904,4.2487,0.296021,0.980837,2.2955,0.616268,0.762892,0.248734,14.0929
0.79868,2.4452,0.672845,2.94136,0.294282,0.996865,2.83499,0.614665,1.10726,0.635612,16.7553
0.442821,3.72715,0.750941,3.04434,0.286287,0.974585,2.58008,0.613893,1.16852,0.858157,17.8923
0.326282,1.39002,0.971422,3.20873,0.31405,0.997582,1.83215,0.620014,0.9439,0.414425,10.6255
0.423612,1.55201,0.593309,3.20129,0.290651,0.994529,1.83336,0.617629,1.53771,1.03891,16.9025
0.426644,1.76998,0.895464,2.92762,0.298844,0.999153,2.46975,0.62823,0.720843,0.42349,11.4963
0.808801,2.35736,-0.291567,2.2163,0.292587,0.992917,2.43918,0.613135,0.831477,0.502395,3.51148
0.704975,2.3672,0.141987,3.31799,0.290638,0.975397,1.98135,0.63721,1.00706,0.927728,3.26303
0.2501,2.84947,1.12164,2.93365,0.301868,0.996601,3.40054,0.590156,1.74096,1.02214,12.6322
0.255751,2.32005,1.02854,3.11542,0.296241,0.997924,2.19809,0.607393,1.09884,0.417607,17.5179
0.394458,3.21935,0.435707,2.89545,0.29263,0.98439,2.31386,0.626132,0.893349,0.181944,12.3199
0.717605,3.44729,0.275847,3.73212,0.296125,0.994309,1.91387,0.620278,1.22758,0.155808,9.63828
0.598154,2.86463,0.947147,3.00532,0.299801,0.983986,2.12838,0.616926,0.679651,0.0150269,8.87606
0.800887,4.10467,0.532748,3.15888,0.284529,0.99512,1.58028,0.617387,0.887301,0.574732,22.0202
0.426392,1.88283,0.426704,2.61603,0.292899,0.991007,2.4376,0.619136,0.915447,0.611517,12.2911
0.59697,1.9563,0.271302,3.63214,0.29643,0.987064,1.84505,0.623089,0.996623,0.423794,14.2606
0.382792,1.55804,0.340844,2.32566,0.290857,0.99172,2.17974,0.615487,1.18034,0.611214,14.0797
0.37477,2.61884,1.18865,2.99611,0.296368,0.98965,1.97984,0.608202,0.875115,0.524284,9.04312
1.28296,5.46899,-0.150777,4.6717,0.298214,0.990417,2.67447,0.622391,1.15056,0.589033,20.5363
0.847529,3.76256,0.167695,1.91766,0.28463,0.987346,1.94766,0.607635,1.04642,0.650891,12.0966
0.218545,1.93835,1.20451,1.2801,0.303124,0.998994,2.70589,0.626164,1.15553,0.740812,7.30527
0.606953,3.93889,0.469999,1.78861,0.285905,0.991135,2.5649,0.602929,0.717823,0.266685,19.0453
0.330873,1.71305,1.21381,2.4226,0.304743,0.983448,2.00565,0.636472,1.35959,0.881115,13.1292
0.804041,2.96394,0.168778,3.30425,0.30025,0.992548,2.3521,0.607216,0.826122,0.518838,27.7332
0.666991,2.49254,0.0265187,3.16097,0.298795,0.992936,2.04575,0.606684,1.55103,1.24572,3.71773
0.748312,4.12554,0.870063,3.27552,0.276826,0.988679,2.34008,0.623583,0.83972,0.208979,26.6243
0.920889,3.60362,0.00102411,2.36207,0.284361,0.990777,1.60951,0.612398,1.07656,0.338266,8.35013
0.447079,3.79023,0.636316,3.24161,0.295908,0.989772,2.36962,0.632959,0.92289,0.338689,16.3862
0.433344,2.85239,0.657137,2.91491,0.292127,0.982202,1.5394,0.619734,1.03847,0.463503,7.66455
0.485203,2.89126,0.624232,3.22075,0.299748,0.991026,3.1515,0.623687,0.704839,0.343655,24.8784
0.60242,2.49631,0.514859,2.67533,0.297012,0.989744,1.793,0.613194,1.13307,1.10584,2.35333
0.0936994,1.51934,1.40765,3.73167,0.294236,0.99562,3.04491,0.637421,1.03631,0.602244,8.20301
0.145758,0.985875,1.04668,2.59506,0.283227,0.974716,1.77669,0.602326,1.38167,0.780567,7.29389
0.360022,1.97923,0.299277,3.64918,0.296842,0.997286,2.33008,0.639295,0.995133,0.369279,16.8808
0.426727,2.19679,1.05106,2.73375,0.295396,0.982285,1.96867,0.601988,1.1021,0.835309,10.6972
0.408039,2.18193,1.26552,2.96494,0.29293,0.97959,2.42153,0.599979,0.886133,0.397877,5.41429
0.573192,3.24471,0.507663,2.88663,0.275811,0.993245,1.88297,0.616909,1.15414,0.788939,10.1176
0.481194,3.49956,0.982141,3.75803,0.310988,0.985365,2.29658,0.616219,0.941856,0.374176,10.6664
0.294568,2.68836,1.08687,3.04406,0.280114,0.996419,2.21609,0.614036,0.877542,0.441275,8.56822
0.208245,2.51041,0.948519,3.11212,0.281664,0.994458,2.46204,0.613621,0.873113,0.480446,8.07282
0.485829,2.42114,0.611336,3.19649,0.299736,0.989867,1.69235,0.608327,1.46998,1.30444,6.20758
0.571921,2.26066,0.316768,3.16168,0.283744,0.97369,2.17479,0.604772,0.836884,0.580536,0.853256
0.483315,2.41043,0.890516,3.5484,0.295985,0.990085,2.05343,0.614612,1.2183,0.492624,0.119288
0.666136,3.29906,0.267279,2.99765,0.298387,0.992085,2.16726,0.613823,1.10344,0.745874,19.4858
0.586703,3.07497,0.795998,3.28335,0.300455,0.983039,1.87091,0.610508,1.20026,0.956272,19.7431
0.497344,2.19978,0.941267,2.48769,0.27798,0.991986,1.83607,0.62703,1.20296,0.733756,6.63857
0.370466,2.55161,0.861484,3.13772,0.284639,0.99207,1.9396,0.636367,0.655841,0.213318,7.87437
0.589297,2.96451,0.847794,3.43497,0.27018,0.96954,2.60465,0.612469,0.810323,0.459298,25.8195
0.423787,2.2696,0.389475,2.42199,0.293736,0.995596,1.99047,0.627973,0.689451,0.325269,4.55644
0.506426,2.35387,0.560109,2.45614,0.288233,0.997578,1.73791,0.622438,1.03786,0.682957,29.2911
0.488988,1.44598,0.746357,3.65116,0.293745,0.986608,2.61842,0.609851,1.09239,0.961221,4.7539
0.566195,2.33314,0.34043,2.65222,0.297647,0.990733,1.60184,0.637793,1.42164,0.711701,5.99986
0.383739,1.37827,0.595985,3.51232,0.285487,0.967372,1.96255,0.618848,0.723039,0.464687,5.96901
0.146905,2.14893,1.1383,3.53661,0.284426,0.999115,2.47379,0.626672,0.991102,0.940836,1.18317
0.370464,2.84376,0.853351,2.64907,0.30627,0.991844,1.70153,0.603582,1.56939,1.00254,16.6171
0.401815,2.895,1.00297,3.76035,0.282861,0.996177,2.4513,0.610421,0.844484,0.381548,10.3378
0.594101,4.7554,0.83516,1.96657,0.296174,0.996578,2.99105,0.635925,1.15371,0.72218,14.0954
0.861995,2.66853,-0.155088,2.35582,0.285611,0.980077,2.76956,0.595953,0.835139,0.4007,13.1074
0.639028,2.06557,0.515117,3.14642,0.292277,0.978444,1.86759,0.631043,0.796737,0.588778,6.12481
0.831346,4.77994,0.302013,2.68264,0.287253,0.9978,2.21043,0.630572,0.987396,0.44301,29.1172
0.66327,4.76299,0.30567,3.53269,0.306176,0.997159,1.93715,0.612911,0.760307,0.230881,7.13396
0.244903,3.0508,0.700124,2.92143,0.297045,0.980414,2.22165,0.626777,0.961542,0.448044,28.1684
0.342336,3.58513,1.06473,2.89154,0.286215,0.988117,2.17714,0.597349,1.28898,1.13597,2.56418
0.751813,4.08003,0.123922,3.14104,0.288293,0.994256,1.7004,0.618888,0.745113,0.369609,15.8497
0.736495,2.0446,0.735368,3.1829,0.278999,0.981286,2.24419,0.609631,0.916218,0.688517,2.97522
0.839199,1.43974,-0.194568,2.67939,0.279626,0.983485,1.62396,0.625965,1.41969,1.04524,33.7377
0.704504,1.32746,0.170565,2.49466,0.289441,0.985101,1.74277,0.624711,1.70761,1.28305,14.3076
0.833662,2.2193,-0.123577,3.33197,0.290212,0.983042,2.18111,0.609999,0.930425,0.603405,13.7911
0.701062,2.57007,1.01148,2.60339,0.307047,0.996474,1.95771,0.620166,1.4738,0.871637,9.44885
0.546303,2.98574,0.200216,3.64743,0.28836,0.977534,2.03376,0.615277,0.71024,0.408434,9.64588
0.388057,3.01896,0.749436,2.52368,0.290336,0.996348,1.70012,0.64007,1.00714,0.637033,19.3354
0.478857,3.08151,0.348059,2.66638,0.300748,0.994973,2.14359,0.637118,1.00515,0.494115,12.9561
0.49426,3.14265,0.913587,3.74556,0.301828,0.982367,2.34388,0.610141,1.06585,0.920193,2.74843
0.374769,3.12616,1.02341,2.98547,0.303033,0.996061,2.1386,0.62783,0.74413,0.154863,33.6518
0.461872,4.08808,0.420794,3.50386,0.293666,0.995888,1.95814,0.621944,0.900795,0.519638,4.51732
0.576202,4.23017,0.250376,2.99973,0.298402,0.989892,1.85781,0.619785,1.04228,0.374555,1.28542
0.0771998,1.3756,1.63608,3.24579,0.294856,0.991825,2.3772,0.61073,0.88908,0.495861,15.3553
0.147297,1.46046,1.47302,4.1545,0.300072,0.984818,2.14305,0.635006,1.12163,0.581502,16.6679
0.697486,2.94175,0.572882,2.21602,0.298744,0.990328,1.90472,0.60337,0.873942,0.478962,9.94189
0.500447,2.15168,0.77031,2.52352,0.292226,0.992651,1.61235,0.592692,0.906509,0.456611,12.2146
0.246393,1.56266,0.865475,3.00534,0.282812,0.995194,2.21179,0.602213,1.05839,0.712144,15.5669
0.495212,3.6442,0.749547,3.6497,0.301074,0.985099,1.9884,0.626964,0.827364,0.549974,23.6016
0.52072,2.64066,0.609338,2.51065,0.297378,0.995222,2.35967,0.607191,1.04826,0.823572,4.94949
0.157885,2.27272,0.835464,3.23087,0.291161,0.974652,1.94853,0.620678,0.879743,0.340789,6.1686
0.26474,2.74256,0.0565202,2.94657,0.297082,0.992844,2.10594,0.617618,1.42495,0.83576,18.9344
0.27923,3.55689,0.0585386,2.36692,0.290154,0.990182,2.24208,0.61417,1.04177,0.269658,9.6426
-0.332973,1.74833,1.42389,4.54651,0.303654,0.993555,2.39021,0.621401,1.44416,0.773479,6.95533
0.303656,2.30462,0.0926765,2.34625,0.277005,0.99199,2.30018,0.619119,0.821286,0.212195,16.9132
0.399197,2.58829,0.100026,2.53856,0.279584,0.981087,2.23811,0.616111,0.814236,0.283854,16.3093
0.470312,3.76659,0.348985,3.3647,0.304185,0.988468,2.39562,0.623419,0.631867,0.0805691,20.7005
0.121111,2.69475,1.16886,3.22308,0.298616,0.990506,2.23716,0.60872,1.06125,0.617903,5.22025
0.983963,3.42813,0.364393,2.75577,0.28789,0.993141,2.30608,0.617346,0.860289,0.210998,29.3874
0.654156,2.41673,0.668267,2.18903,0.289553,0.989085,1.96299,0.598863,1.19984,0.760821,2.99833
0.259912,1.23192,1.25189,2.03653,0.298901,0.986632,3.57793,0.625148,0.870668,0.459636,7.48696
0.109556,0.520492,1.55871,3.01455,0.30849,0.990437,2.21168,0.608654,1.51373,1.18184,9.62478
0.713428,2.67193,0.572022,3.64281,0.306583,0.989097,2.38275,0.62687,0.885796,0.44209,14.9061
0.475096,1.70709,1.2074,3.03521,0.303445,0.988028,1.79234,0.614855,0.927187,0.454597,19.4123
0.545378,1.4535,1.54074,3.1747,0.308544,0.992331,2.18371,0.625524,1.50597,0.616864,9.96539
1.04025,5.15357,-0.00223337,2.77001,0.287484,0.983894,2.22614,0.603978,0.838668,0.154233,11.0424
0.650983,2.88139,0.509626,2.70185,0.298124,0.985529,2.18569,0.621401,1.44574,0.449433,17.9256
0.685922,3.46094,0.608114,2.51992,0.298302,0.986576,1.76428,0.613553,1.30204,0.604792,8.4839
0.736361,3.73479,0.237422,4.33543,0.307841,0.991311,3.41856,0.632361,0.597712,0.379136,5.29722
0.792889,4.54694,0.633313,2.91612,0.30358,0.992244,1.66368,0.605884,1.29272,0.90371,27.5815
