c1,c2,c3,alpha,beta,c,s_m_s1,s_m_s2,s_m_s3,s_s1,s_s2
0.566599,3.10221,1.5187,0.769489,0.912776,5.71091,0.274387,-0.760228,7.05988,0.485303,2.10501
0.750296,3.09142,1.42831,0.812786,0.961432,6.46468,0.565577,-0.360824,7.08316,0.471638,2.23052
0.839039,3.17529,1.26477,0.795797,0.919885,6.08725,0.306266,-0.764446,7.38946,0.476361,2.08775
0.833681,3.39416,1.14357,0.730973,0.876231,5.68753,0.441549,-0.790569,7.07582,0.48052,2.08707
0.846831,3.34364,1.12016,0.766534,0.891348,5.96385,0.291897,-0.854795,7.33319,0.472769,2.24882
0.881327,3.37264,0.99582,0.755334,0.895684,6.06963,0.329997,-0.821543,7.12174,0.468969,2.20997
0.886025,3.40566,1.22391,0.798205,0.93467,5.91183,0.394835,-1.23628,6.87755,0.483474,2.15931
0.910179,3.27209,1.2693,0.817745,0.976497,6.50844,0.696026,-1.20595,6.63551,0.486083,2.026
0.934479,3.64139,1.40459,0.729038,0.846478,5.6745,0.611429,-1.30251,6.60682,0.476851,2.03442
0.908658,3.40486,1.25365,0.697432,0.839074,5.69715,0.712895,-1.17723,6.3357,0.475091,2.12154
1.08963,3.61449,0.636205,0.825495,0.944652,6.17546,0.558511,-1.06066,7.19387,0.462993,2.43808
1.08845,3.71531,1.22808,0.812656,0.965034,6.22055,0.614068,-0.512839,7.36136,0.488645,2.05395
1.02745,3.72633,1.40232,0.76481,0.926906,6.11751,0.437318,-0.384899,7.43584,0.456499,2.16677
1.10377,3.95459,1.14259,0.7772,0.901515,6.03581,0.647953,-0.649709,7.07731,0.47269,2.33204
0.990744,3.63573,1.26021,0.812208,0.96798,6.25475,0.295386,-0.79647,7.48426,0.455099,2.29215
1.12333,4.1874,0.738509,0.758842,0.908756,6.23056,0.384552,-0.566593,7.21218,0.483374,1.96476
0.984853,3.68812,1.0937,0.795049,0.957545,6.03505,0.332898,-0.653203,7.247,0.474974,2.22908
1.09212,3.80925,0.942449,0.829594,0.971692,6.45633,0.397648,-1.01526,7.06903,0.489298,1.9927
1.09398,4.05715,0.743568,0.807739,0.989061,6.2338,0.331664,-0.791548,7.32808,0.484127,2.04041
1.14302,4.39388,0.797386,0.828151,0.950835,6.2973,0.581637,-0.60293,6.92926,0.460509,2.36546
1.16791,4.12674,0.788156,0.70479,0.840723,5.6797,0.285599,-1.03858,7.24508,0.476516,2.12269
1.12322,3.7181,0.720374,0.857926,0.98397,6.71314,0.639478,-0.454057,7.13405,0.461778,2.30545
1.07939,3.89118,0.936547,0.812675,0.90726,6.00263,0.485067,-0.462503,7.21197,0.460292,2.40508
1.01381,3.61796,0.878157,0.783298,0.946381,6.18319,0.295346,-1.07288,7.26715,0.47891,2.01151
0.946294,3.64296,1.04683,0.80096,0.943835,6.05324,0.727841,-1.08099,6.43554,0.468285,2.11109
0.823624,3.36688,1.39747,0.800686,0.924383,6.32997,0.391623,-0.553692,7.4815,0.468938,2.28061
0.809147,3.42347,1.42321,0.773795,0.971259,6.28392,0.507691,-0.428223,7.23405,0.471172,2.20834
0.884116,3.18115,1.31618,0.811237,0.980052,6.21143,0.508458,-0.855328,7.02302,0.491838,2.08547
0.944162,3.68102,1.26133,0.779309,0.975754,6.28183,0.452502,-0.434961,7.42227,0.477961,1.94675
0.904682,3.6384,1.26706,0.818808,0.950177,6.12528,0.474897,-2.05827,6.64546,0.479291,2.25299
0.921459,3.55273,1.2505,0.73726,0.872351,6.07311,0.608689,-1.84597,6.50599,0.469459,2.07361
0.919288,3.47319,1.24912,0.741598,0.902009,6.13456,0.694273,-1.43512,6.55104,0.46584,2.13478
0.849936,3.87689,1.15347,0.833145,0.955276,6.01452,0.6634,-0.400724,6.30216,0.470983,2.22216
0.980786,3.8792,0.729229,0.756651,0.90311,6.17767,0.672342,-0.492679,6.65607,0.482939,1.95049
0.926238,3.95362,0.797982,0.755031,0.892144,5.72747,0.271239,-0.953594,7.34167,0.455185,2.36952
0.873466,3.50683,0.717365,0.730662,0.856384,6.01866,0.306991,-1.00203,7.20819,0.456135,2.35938
0.839486,3.52165,0.819058,0.795289,0.927505,5.94834,0.381137,-0.835674,7.20057,0.454827,2.10861
0.824362,3.41978,0.962296,0.788326,0.926691,6.35055,0.362904,-0.961081,7.24433,0.458669,2.50629
0.953362,3.40493,0.646981,0.827753,0.975,6.28555,0.830825,-0.147128,6.34638,0.47982,2.27698
0.941463,3.75101,0.87518,0.819418,0.969326,6.26898,0.694897,-0.558278,6.7133,0.472899,2.13341
0.816875,3.51597,0.990325,0.809888,0.971497,6.24532,0.224613,-0.750085,7.23431,0.449849,2.3336
0.670568,2.84844,1.42328,0.784291,0.913908,5.99407,0.722924,-0.31712,6.71423,0.485441,2.09988
0.692869,2.93138,1.51182,0.814249,0.938983,6.20417,0.575097,-0.734304,7.26319,0.48947,2.12259
0.595504,2.7942,1.4999,0.774505,0.897735,5.79606,0.525954,-0.840488,6.98726,0.475827,1.94432
0.553506,2.99776,1.71227,0.775319,0.951746,5.95495,0.25111,-0.805444,7.47594,0.474786,2.19107
0.593246,2.92123,1.56136,0.774696,0.890427,5.89822,0.389277,-0.573076,7.36961,0.450035,2.3346
0.522537,2.88008,1.56381,0.768178,0.90268,5.70402,0.397377,-0.84865,7.15479,0.457439,2.18892
0.531227,2.85851,1.51138,0.758709,0.888904,5.60557,0.433097,-1.1893,6.9808,0.469787,2.16157
0.658068,3.33903,1.28062,0.741595,0.879755,6.00943,0.303744,-0.524254,7.42307,0.473194,2.12704
0.655947,3.49902,1.40742,0.720074,0.854065,5.55449,0.475816,-0.497714,7.44686,0.47456,2.19854
0.66178,3.68777,1.17817,0.694984,0.821532,5.73255,0.379311,-1.06372,6.88087,0.475876,2.18
0.705496,3.47293,1.30207,0.829801,0.97328,6.43581,0.366762,-0.526918,7.50778,0.469437,2.08286
0.739436,3.62947,1.32859,0.789699,0.954445,6.27558,0.313656,-0.610326,7.20135,0.475943,2.02
0.780985,3.83553,1.10516,0.817325,0.941821,5.96942,0.432647,-1.03896,6.82024,0.477435,2.15994
0.861189,4.27775,0.947417,0.826732,0.970557,6.46687,0.317781,-0.647217,7.21051,0.482566,2.13381
0.866371,4.14538,0.948798,0.817155,0.971015,6.55041,0.257304,-0.837137,7.34552,0.472078,2.2711
0.843008,4.0018,0.978116,0.82051,0.94667,6.22566,0.284553,-1.108,7.1346,0.470093,2.24156
0.647262,3.79829,1.55428,0.825093,0.966617,6.34012,0.315705,-0.527622,7.41398,0.468482,2.22143
0.726422,3.6759,1.29981,0.827767,0.97061,6.25435,0.377153,-0.728361,7.27126,0.469988,2.12459
0.700645,3.51243,1.40571,0.808424,0.938566,6.32512,0.237704,-0.545748,7.48363,0.456621,2.23438
0.731176,3.63923,1.33028,0.834716,0.975927,6.33405,0.389721,-0.839403,6.95977,0.465195,2.29023
0.659935,3.21153,1.46118,0.778377,0.927514,6.19774,0.544457,-0.934427,6.66488,0.464423,2.09866
0.573036,3.23819,1.53371,0.828627,0.983867,6.3489,0.449365,-0.942895,7.00562,0.465805,2.31202
0.617746,3.25551,1.35555,0.846203,0.984212,6.28324,0.455119,-1.55117,6.96434,0.465907,2.3577
0.744236,3.31824,0.925235,0.756301,0.896991,6.0563,0.329064,-0.404904,7.9059,0.487156,1.97558
0.660456,3.11756,0.977635,0.808092,0.94973,6.09626,0.702557,-0.461463,7.11175,0.47058,2.30713
0.626975,3.2044,1.04639,0.778297,0.92403,6.10965,0.455669,-0.576133,6.94216,0.472994,2.0436
0.595237,3.41639,1.09647,0.827587,0.973341,6.34592,0.334931,-0.728585,7.20594,0.490107,1.96973
0.577381,3.39911,1.16922,0.758264,0.902899,6.01136,0.49217,-0.458947,7.005,0.481229,2.02872
0.429418,2.82861,1.53649,0.828658,0.994225,6.47037,0.304568,-0.565671,7.48016,0.447942,2.37125
0.489029,2.89257,1.44986,0.823982,0.962457,6.32373,0.48095,-0.783,7.15565,0.455356,2.41167
0.534938,2.89647,1.28528,0.808841,0.957657,6.40213,0.465405,-0.461664,7.1796,0.452423,2.42808
0.457257,3.11157,1.48889,0.796603,0.919706,6.10612,0.338052,-1.21188,7.0163,0.467911,2.14877
0.49323,3.42345,1.39049,0.805911,0.929617,6.06074,0.424734,-0.338365,7.72075,0.466148,2.24456
0.371573,3.02712,1.52484,0.80526,0.94656,6.35242,0.324618,-1.12964,7.20199,0.470109,2.35402
0.454293,3.35502,1.52163,0.824358,0.965478,6.27958,0.476023,-0.638426,6.85414,0.452661,2.33975
0.576916,3.49997,1.22923,0.789556,0.954989,6.26966,0.454202,-0.494494,7.46188,0.468854,2.34201
0.487766,3.44584,1.4857,0.819404,0.965084,6.23808,0.420293,-0.39639,7.59875,0.470315,2.34215
0.447279,3.28958,1.70578,0.83091,0.973667,6.33642,0.637229,-0.165903,7.05283,0.457073,2.33492
0.46161,3.01859,1.67287,0.805702,0.944415,6.45762,0.64436,-0.35313,6.60824,0.475315,2.27253
0.437738,3.21523,1.69744,0.819272,0.97154,6.09682,0.606187,-0.318009,7.01162,0.47126,2.15722
0.466914,3.3725,1.59208,0.800775,0.934278,6.21362,0.539339,-0.538503,7.02232,0.482278,2.2322
0.469447,3.33223,1.60154,0.797243,0.94418,6.26752,0.522994,-0.54147,7.12548,0.479107,2.32796
0.407487,3.31065,1.74991,0.773291,0.922574,5.96644,0.459319,-0.735157,7.13913,0.469009,2.15179
0.451718,3.34284,1.66205,0.780723,0.917298,6.1188,0.447135,-0.750854,7.19664,0.470871,2.14014
0.33584,3.21776,1.85139,0.792127,0.917186,5.83332,0.497589,-0.853053,6.8792,0.473788,2.41211
0.439812,3.26711,1.57514,0.83124,0.972354,6.08216,0.569194,-0.702993,6.86561,0.482349,2.20552
0.564826,3.45806,1.29273,0.793469,0.948278,6.47492,0.539692,-0.892649,6.50868,0.454443,2.21106
0.557569,3.45307,1.25337,0.815182,0.948397,5.84535,0.444635,-0.688898,7.43695,0.476377,2.32715
0.58213,3.45139,1.27117,0.79567,0.950798,5.82979,0.508737,-0.721159,7.01542,0.464004,2.22047
0.669989,3.41639,1.17076,0.724647,0.879465,6.08541,0.337452,-0.42636,7.53576,0.461013,2.28178
0.659349,3.39828,1.15631,0.719967,0.880323,6.06912,0.341773,-0.402608,7.50428,0.461784,2.28326
0.567156,3.13934,1.11813,0.761235,0.933322,5.87037,0.319103,-0.403802,7.73658,0.466352,2.28318
0.534944,2.60756,1.02698,0.820677,0.970824,6.38628,0.101585,-0.535552,8.15691,0.483949,2.11246
0.469541,2.66113,1.3341,0.83631,0.974657,6.32302,0.0884177,-0.572112,8.15148,0.468682,2.24257
0.547672,2.98002,1.55583,0.78534,0.936415,6.18344,0.126734,-0.534483,8.01964,0.454045,2.35027
0.557801,2.98793,1.39623,0.809069,0.955117,6.30186,0.167094,-0.679121,7.66317,0.451235,2.45975
0.632944,3.06261,1.23715,0.839046,0.987768,6.5244,0.180456,-0.474695,7.86569,0.462105,2.29314
0.647234,3.21793,1.36196,0.828733,0.980127,6.28487,0.137676,-0.597193,7.91741,0.4542,2.18305
0.769072,3.36507,1.04425,0.842445,0.992218,6.39549,0.193047,-0.480864,7.93052,0.471006,2.21358
0.791847,3.41961,1.07206,0.835618,0.993974,6.5047,0.210743,-0.396925,7.86846,0.472829,2.22067
0.760369,3.27309,1.24295,0.834974,0.965108,6.26021,0.112291,-0.636922,7.98097,0.478068,2.12977
0.838033,3.42416,1.01704,0.83259,0.97613,6.38737,0.129361,-0.393007,8.00786,0.477414,2.01389
0.722438,3.41431,1.05638,0.821477,0.960882,6.40409,0.174617,-0.459276,7.78976,0.442956,2.4992
0.694291,3.35284,1.1157,0.815614,0.937717,6.40575,0.209971,-0.462261,7.97146,0.442969,2.47504
0.686089,3.31934,1.08989,0.814257,0.946288,6.38379,0.212515,-0.477878,7.99012,0.442922,2.50045
0.697616,3.6334,1.32272,0.799466,0.944502,6.27073,0.335995,-0.419446,7.48777,0.466265,2.28858
0.770355,3.77974,1.14887,0.790803,0.917033,6.23724,0.459713,-1.65286,6.6581,0.452473,2.52222
0.763731,3.88969,1.1705,0.79768,0.933825,6.06432,0.593135,-0.893961,6.55596,0.452662,2.33069
0.64152,3.69393,1.40155,0.786682,0.92545,6.16187,0.561866,-1.40451,6.56565,0.461995,2.4747
0.658569,3.74885,1.28887,0.80398,0.960538,6.36663,0.382666,-1.98981,6.84651,0.461545,2.16211
0.613746,3.44722,1.32048,0.814386,0.981534,6.27562,0.26833,-0.284277,8.28505,0.478958,1.92554
0.562809,3.30438,1.20784,0.814023,0.966539,6.22392,0.357992,-0.515007,7.29494,0.479615,2.08251
0.574962,3.32895,1.16827,0.826239,0.962251,6.19152,0.405971,-0.476774,7.24934,0.474578,2.05501
0.611091,3.34948,1.21485,0.8077,0.962166,6.1052,0.374957,-0.960497,7.18193,0.469852,2.01045
0.633223,3.30307,1.27442,0.782115,0.912767,6.29239,0.303179,-0.681823,7.34269,0.470226,2.20336
0.631731,3.29844,1.35556,0.765937,0.903593,6.205,0.267097,-0.784185,7.4506,0.466769,2.25907
0.492544,2.97775,1.57108,0.80896,0.940612,6.07807,0.433815,-0.975967,7.25771,0.459837,2.20171
0.526272,3.19587,1.64056,0.803593,0.954951,5.91206,0.904586,-0.0620254,7.29067,0.467781,2.18727
0.608619,3.19132,1.49242,0.781806,0.94994,6.33885,0.597576,-0.0584676,7.29016,0.471476,2.28268
0.799784,3.43627,1.14512,0.820516,0.955983,6.14735,0.728247,-0.380459,6.72522,0.477703,2.26583
0.777134,3.5211,1.12826,0.811054,0.926931,6.06898,0.362518,-1.30265,7.2956,0.472071,2.16664
0.780026,3.51895,1.12527,0.810636,0.926792,6.07228,0.361104,-1.30279,7.29661,0.472172,2.16117
0.908644,3.79293,0.764167,0.801506,0.900112,6.11598,0.492997,-0.713578,6.94135,0.486634,2.15994
0.979594,3.76085,0.644753,0.804955,0.964299,6.1078,0.507271,-0.769906,7.24011,0.482032,2.07646
1.04706,4.5394,0.731776,0.805565,0.960782,6.11312,0.325097,-1.15201,7.10273,0.464332,2.16963
0.974623,3.95364,0.879033,0.838576,0.956597,6.22148,0.324536,-0.520983,7.41108,0.453299,2.3571
0.824802,3.64832,1.02367,0.839558,0.992856,6.54464,0.298963,-0.840645,7.02214,0.476971,2.16409
0.870691,3.68045,0.908655,0.843564,0.974408,6.53092,0.345526,-0.869094,7.22274,0.464005,2.27851
0.842146,3.3598,0.922539,0.820576,0.978806,6.18804,0.380292,-0.598491,7.29708,0.480379,2.06597
0.801487,3.29697,0.988029,0.8207,0.988305,6.48253,0.414513,-0.555784,7.34821,0.477231,2.04832
0.552246,2.7403,1.51372,0.786603,0.905155,5.79461,0.305823,-1.2379,7.14314,0.467544,2.30561
0.631222,2.84416,1.5382,0.774814,0.924232,6.20796,0.552784,-0.870535,6.90258,0.460999,2.13147
0.560672,2.89907,1.50514,0.770719,0.939964,5.96329,0.318868,-0.634807,7.38091,0.470952,2.24872
0.516167,2.66239,1.28611,0.767041,0.912804,6.1159,0.446783,-0.618206,7.09387,0.464373,2.12328
0.636736,2.90959,0.994378,0.829349,0.983667,6.36138,0.535767,-0.36546,7.61438,0.496935,1.93157
0.626607,2.68697,1.13975,0.82024,0.983374,6.39403,0.443683,-0.354002,7.40605,0.491135,1.9742
0.514332,2.46338,1.43771,0.778372,0.968979,6.17469,0.466926,-0.811435,6.9536,0.491858,2.08441
0.383886,2.33657,1.46549,0.80346,0.951092,6.0792,0.434383,-1.00609,7.09614,0.480814,1.94115
0.489661,2.68766,1.2428,0.755342,0.915036,6.29011,0.477484,-0.524585,7.29587,0.448618,2.27271
0.373908,2.51586,1.77738,0.830751,0.991265,6.24782,0.272701,-0.831835,7.3441,0.473623,2.23027
0.42741,2.49641,1.55987,0.841947,0.995168,6.61326,0.25603,-0.776444,7.38266,0.481489,2.06449
0.491332,2.46672,1.50554,0.795563,0.956454,6.12437,0.503314,-0.912347,7.0306,0.486299,1.84052
0.635561,2.8512,1.37795,0.810231,0.960914,6.21833,0.391261,-1.29117,7.03408,0.512816,2.02755
0.640711,2.79158,1.42047,0.805111,0.978206,6.21089,0.548712,-0.536715,6.99747,0.488457,1.75754
0.870161,3.07162,0.766407,0.799295,0.95122,6.17268,0.303724,-1.35172,7.3708,0.500965,1.92688
0.884633,2.94302,0.922805,0.808255,0.933929,6.08641,0.369722,-1.01779,7.26608,0.49611,2.06589
0.794857,2.89176,1.17202,0.76086,0.898992,6.16784,0.39216,-0.917675,7.13417,0.487718,2.02178
0.753329,2.82595,1.47474,0.828962,0.986078,6.38411,0.342605,-0.809418,7.24321,0.473272,2.24344
0.740363,2.87278,1.15477,0.817388,0.944582,6.44169,0.303836,-0.865172,7.31117,0.476126,2.21926
0.952436,3.67594,0.954285,0.764759,0.904789,6.28839,0.348383,-0.624681,7.28734,0.469475,2.36114
0.885143,3.46993,1.11753,0.798395,0.93911,5.92525,0.307496,-0.887029,7.16808,0.470997,2.19098
0.941083,3.55319,0.956439,0.779592,0.935122,6.4127,0.31756,-0.727181,7.4393,0.480033,2.19446
0.860388,3.54931,1.12392,0.83311,0.99386,6.28794,0.306905,-0.691722,7.34882,0.457957,2.26551
0.894392,3.65697,1.00797,0.79847,0.955564,5.99564,0.640482,-0.95862,6.935,0.485348,2.14797
0.816248,3.66787,0.960439,0.766241,0.912919,6.14182,0.433465,-0.662198,6.91414,0.480426,2.15252
0.824603,3.80764,0.871126,0.789085,0.937869,5.97064,0.605968,-1.46925,6.77252,0.48917,2.13741
0.928126,4.086,0.796526,0.721278,0.849405,5.89157,0.318516,-0.729639,7.30696,0.478139,2.087
0.7915,3.968,1.01836,0.762941,0.894161,5.71027,0.499125,-0.92299,6.96189,0.489972,1.99476
0.878109,4.1852,0.786985,0.747681,0.900628,5.91687,0.489946,-0.898073,7.16794,0.484311,2.18931
0.922508,4.0795,0.925732,0.756366,0.915046,6.06406,0.336766,-1.4446,6.79403,0.470184,2.21525
0.825336,3.89767,1.12197,0.780679,0.943081,5.76609,0.54125,-1.37507,6.8739,0.481159,2.24155
0.871169,3.87371,1.00383,0.775176,0.919944,6.37516,0.405276,-1.07929,6.764,0.476053,2.17102
0.687587,3.44295,1.39946,0.831117,0.987601,6.10961,0.385263,-0.708869,6.99018,0.478241,2.00553
0.709849,3.54388,1.33153,0.789057,0.952662,6.40176,0.270202,-0.648534,7.20017,0.474332,2.10461
0.677133,3.37933,1.30565,0.781072,0.962782,6.22336,0.406486,-0.717851,7.5143,0.491471,1.98089
0.79841,3.54707,1.03856,0.866692,0.981665,6.40595,0.528493,-0.541627,6.86268,0.463818,2.26173
0.654517,3.42069,1.32832,0.809777,0.97558,6.49689,0.344522,-0.288195,7.86948,0.456195,2.37599
0.498797,3.53153,1.42538,0.837522,0.990315,6.20089,0.144098,-0.773103,7.75518,0.478576,2.12695
0.525965,3.33102,1.53946,0.813657,0.984888,6.51498,0.228924,-0.297864,8.17079,0.48314,1.9545
0.534865,3.36665,1.4202,0.867841,0.979296,6.36094,0.310234,-1.0679,7.15781,0.45676,2.40446
0.512469,3.36085,1.54466,0.780555,0.922906,6.17445,0.4383,-0.516985,7.09668,0.490809,2.0271
0.470727,3.3667,1.37785,0.799903,0.959622,6.16197,0.183004,-0.617196,8.13307,0.501365,1.85031
0.688841,3.87918,1.26348,0.811112,0.956187,6.30511,0.343001,-0.887879,7.44032,0.461085,2.27379
0.590903,3.6663,1.40629,0.802586,0.963,6.1935,0.298992,-1.37169,7.3009,0.468846,2.24542
0.585056,3.68695,1.38908,0.798672,0.955264,6.20052,0.247409,-1.35401,7.1249,0.465645,2.05553
0.615161,3.82913,1.2072,0.777839,0.91748,6.18535,0.431429,-0.448912,7.50078,0.467252,2.18514
0.490033,3.66982,1.37758,0.806274,0.958302,5.89717,0.331773,-0.98157,7.12699,0.483499,2.12104
0.47699,3.57558,1.41264,0.807671,0.947522,6.02478,0.312443,-1.05911,7.27153,0.479454,2.1568
0.530501,3.44672,1.37257,0.813643,0.942075,6.47564,0.256011,-0.673712,7.50378,0.462469,2.32906
0.527864,3.4531,1.26518,0.826426,0.969485,6.16051,0.333725,-0.578436,7.49146,0.486355,2.10436
0.51165,3.58606,1.47273,0.799431,0.93693,6.40255,0.256559,-1.0725,7.2582,0.484661,1.96827
0.463847,3.55071,1.51718,0.784372,0.934429,6.28444,0.408131,-0.575945,7.28977,0.478637,1.96555
0.543695,3.62623,1.28675,0.811037,0.958226,6.25167,0.545248,-0.381655,7.19357,0.483272,1.97148
0.532466,3.57608,1.28673,0.822206,0.950859,6.33148,0.554786,-0.407083,7.1226,0.483523,1.90594
0.529623,3.68181,1.39138,0.780046,0.917941,5.96449,0.403016,-0.928759,7.19995,0.487536,1.98977
0.510027,3.73038,1.3572,0.712366,0.870274,5.75366,0.34583,-1.08479,7.26082,0.482923,2.06504
0.564854,3.75791,1.38709,0.736584,0.86541,5.66261,0.473322,-0.495172,7.52691,0.462557,2.16227
0.55219,3.96355,1.45372,0.721346,0.888267,5.78592,0.359813,-1.03457,7.02444,0.511212,1.74576
0.46485,3.74556,1.49705,0.765463,0.936393,5.93322,0.448088,-0.500242,7.47772,0.505913,1.82852
0.604744,3.86557,1.41406,0.837229,0.967289,6.3921,0.359754,-0.8426,7.36763,0.483035,2.13134
0.734868,4.03016,1.26314,0.802712,0.978757,6.03075,0.544735,-1.00379,6.86546,0.457189,2.25803
0.824252,4.20473,1.09319,0.784537,0.929285,6.08068,0.55045,-1.54325,6.3335,0.463098,2.2021
0.826154,4.40359,1.22659,0.78411,0.947991,5.96751,0.448447,-1.18003,6.85155,0.481623,1.97485
0.84186,4.17287,1.10225,0.766311,0.927122,6.03904,0.38839,-0.756772,7.20748,0.472929,2.24281
0.784816,3.8364,1.04357,0.810611,0.939531,6.13437,0.312092,-1.01208,7.3494,0.475438,2.1754
0.822632,3.6459,0.876755,0.740164,0.875007,6.04141,0.585349,-0.503442,7.36857,0.467367,2.14136
0.856501,4.18957,0.80331,0.81082,0.950797,6.04333,0.308035,-1.36087,7.10373,0.484428,2.07341
0.811591,3.84089,1.06697,0.73625,0.88111,5.98573,0.398488,-0.409189,7.34379,0.495359,2.04025
0.811978,3.74638,1.25056,0.712915,0.861718,5.46229,0.327217,-0.790079,7.27643,0.475396,1.92857
0.891974,3.36687,1.30151,0.728837,0.86942,5.83681,0.39172,-0.60326,7.27779,0.467417,2.14959
0.851807,3.32065,1.32009,0.797431,0.93281,6.02145,0.44959,-0.456095,7.46786,0.472742,2.12388
0.782582,3.3642,1.18704,0.838306,0.98406,6.43701,0.259814,-1.28044,7.2248,0.480276,2.17099
0.69186,3.66176,1.50585,0.802995,0.940106,6.24649,0.48982,-0.380124,7.32859,0.476331,2.03519
0.813103,3.98781,1.44452,0.75873,0.918451,5.95434,0.452708,-2.40629,6.60458,0.490669,2.04047
0.760695,4.19537,1.39232,0.768673,0.918837,6.06144,0.83109,-0.955998,6.40332,0.475631,2.11287
0.752263,4.18114,1.35616,0.77848,0.949634,5.97114,0.474745,-1.14437,6.38401,0.482152,2.00897
0.956883,4.3002,0.915921,0.782881,0.91616,6.15094,0.450391,-1.40278,6.64562,0.458773,2.34326
1.06946,4.4718,0.739242,0.791545,0.944704,5.96221,0.407113,-0.669378,7.08771,0.482095,2.24847
1.14784,4.61411,0.574639,0.851016,0.978876,6.22926,0.413437,-1.23376,6.84117,0.480447,2.23497
1.13321,4.57221,0.66118,0.799187,0.930947,6.39099,0.475562,-0.869279,7.22399,0.465177,2.3568
1.24743,4.80916,0.401697,0.836258,0.963831,6.19033,0.424278,-1.15526,7.14742,0.468801,2.27701
1.17278,4.62415,0.514323,0.846445,0.973976,6.10249,0.460687,-0.710042,7.25682,0.460582,2.34366
1.10959,4.28409,0.860833,0.781523,0.954201,6.07255,0.548975,-1.05545,6.88187,0.479256,2.14683
1.00253,4.0628,0.810315,0.751325,0.871726,5.9168,0.634947,-0.933649,6.33332,0.468049,2.15778
0.867952,3.74076,1.00363,0.749783,0.890006,5.8729,0.617227,-1.21956,6.61677,0.491083,2.07116
0.914225,3.78262,0.992456,0.823791,0.974449,6.48063,0.643164,-1.40756,6.38586,0.468475,2.35038
0.899804,3.69219,1.0954,0.849239,0.986523,6.48596,0.526993,-0.915747,6.74147,0.457665,2.37076
0.999592,4.072,0.851116,0.807339,0.95196,6.35141,0.265758,-0.716869,7.38675,0.467457,2.24691
0.973996,3.93715,0.786256,0.780629,0.899163,5.92238,0.263727,-0.630732,7.80675,0.484995,2.00952
1.09946,4.14848,0.380674,0.818083,0.982671,6.46498,0.671219,-1.05877,6.49049,0.464085,2.08681
0.983979,4.11895,0.444562,0.829295,0.981445,6.36837,0.478484,-1.35647,6.65722,0.488112,2.06061
0.897952,4.3187,0.521197,0.788915,0.913158,6.2786,0.744576,-1.40734,6.41628,0.470188,2.24995
0.803429,4.21617,0.706956,0.810208,0.969294,5.98556,0.518415,-0.69543,6.72778,0.490792,1.89724
0.736398,4.21551,0.832003,0.807754,0.956008,5.92007,0.580754,-0.785995,6.99075,0.482731,1.93542
0.857134,4.29831,0.499109,0.811916,0.957768,6.25723,0.468371,-0.959464,6.88637,0.492871,1.92775
0.924461,4.35949,0.392957,0.815845,0.952008,6.30492,0.435826,-0.711021,6.81259,0.493414,1.91907
0.855268,4.23864,0.509123,0.833974,0.979822,6.35932,0.609418,-0.806959,6.98214,0.489529,1.92093
0.848925,4.32243,0.630003,0.824233,0.983555,6.55646,0.467471,-0.74667,6.92069,0.487356,2.00037
0.854233,4.37334,0.558771,0.82446,0.962114,6.13686,0.437772,-1.2164,6.99797,0.481283,2.17169
0.744124,3.99837,1.00118,0.771427,0.928973,6.22619,0.428831,-0.621345,7.27148,0.462073,2.17474
0.762968,3.82768,0.86122,0.794873,0.918071,6.40282,0.444955,-0.719044,7.03299,0.467846,2.33592
