c1,c2,c3,alpha,beta,c,s_m_s1,s_m_s2,s_m_s3,s_s1,s_s2
0.982085,3.66996,0.863472,0.757252,0.903222,5.9379,0.519338,-0.155481,7.92108,0.464314,2.31615
0.968064,2.88113,0.893362,0.818925,0.98019,6.42561,0.494694,-1.5378,6.83081,0.459961,2.22781
0.748936,2.98301,1.27813,0.740965,0.860453,5.81226,0.324469,-0.249918,8.31234,0.492633,1.90941
0.943699,3.30018,0.816561,0.821441,0.964079,6.31464,0.421961,-2.38286,6.75583,0.479597,2.14475
1.01873,3.21457,0.452963,0.790217,0.927616,6.38659,0.459228,-0.291811,8.07976,0.471517,2.20303
0.591489,2.67313,0.878134,0.788062,0.935887,6.1157,0.497715,-2.38754,6.7049,0.480994,2.02278
0.758229,2.96336,0.719174,0.81458,0.951179,6.18052,0.519213,-0.207518,7.62525,0.464354,2.25617
0.572297,2.79635,1.15345,0.768347,0.938992,6.20824,0.574667,-0.256969,6.89073,0.480152,1.99825
0.334915,2.62537,1.83955,0.802492,0.949573,6.43379,0.187225,-1.14099,7.31748,0.482672,2.08542
0.511746,2.67421,1.55351,0.79912,0.945505,6.05882,0.610088,-0.435914,7.03766,0.485762,2.23851
0.51338,2.50027,1.65346,0.789968,0.947695,5.83087,0.268907,-1.14125,7.37952,0.489225,2.04055
0.612629,2.68862,1.55283,0.75023,0.903078,6.12122,0.409272,-0.740482,7.38491,0.480851,1.78228
0.583167,2.64802,1.55352,0.795157,0.956029,6.17107,0.640859,-0.562582,7.02759,0.49039,1.97563
0.453233,2.28456,1.55157,0.770954,0.901238,6.01484,0.225053,-1.26947,7.18813,0.473601,2.31641
0.525036,2.49898,1.47555,0.826252,0.963154,6.2871,0.534403,-0.569822,7.17465,0.458633,2.29888
0.493879,2.6321,1.59228,0.784023,0.94837,6.32812,0.371386,-0.476181,7.49026,0.476284,2.13921
0.392483,2.5634,1.59436,0.789578,0.93617,5.91758,0.559306,-0.692408,7.16883,0.478178,1.966
0.391391,2.92998,1.84147,0.763881,0.92274,6.17714,0.491819,-0.5317,6.61922,0.477269,2.34414
0.273645,2.34983,1.52655,0.80035,0.977517,6.57176,0.300698,-0.7145,7.5664,0.494755,2.0486
0.630274,3.59742,1.05153,0.796878,0.921303,5.97379,0.791734,-0.101167,6.8733,0.456355,2.37538
0.417285,2.65526,1.63667,0.870171,0.986299,6.2677,0.372028,-2.05255,7.03072,0.481996,2.05039
0.641426,3.42628,1.41309,0.773596,0.91572,5.78179,0.665253,-0.160779,7.48513,0.478493,2.17291
0.613748,3.39685,1.33191,0.745579,0.872431,5.7866,0.600756,-0.570008,6.13409,0.475036,2.28685
0.399507,2.63689,1.32456,0.767744,0.917491,6.18554,0.296637,-0.820121,7.52924,0.488909,2.0316
0.67677,3.34759,1.31933,0.778822,0.916333,6.35406,0.550805,-0.962873,6.96503,0.483476,2.06203
0.672464,3.36664,1.27848,0.80926,0.938608,6.35661,0.255417,-0.818812,7.55088,0.461744,2.2116
0.742917,3.37055,1.44872,0.765485,0.900558,5.79346,0.364766,-0.615532,7.53556,0.467821,2.20517
0.623901,2.80153,1.31524,0.835524,0.977628,6.25841,0.491037,-0.886862,7.1498,0.465614,2.30926
0.44422,2.864,1.24846,0.789567,0.959279,6.31589,0.378717,-0.455043,7.48093,0.464712,2.2591
0.17483,2.3831,1.76035,0.806433,0.978046,6.23289,0.645428,-0.562582,6.66297,0.47425,2.21023
0.32291,3.29369,1.72346,0.827625,0.984269,6.35456,0.232022,-0.640952,7.81383,0.47567,2.13259
0.640108,3.35272,1.13711,0.750485,0.893523,5.79039,0.564109,-0.930199,6.83727,0.481783,2.06852
0.737922,3.55871,1.28062,0.763076,0.920998,6.16824,0.338714,-0.446388,7.78054,0.474294,2.03913
0.755428,3.66982,1.11342,0.794249,0.958752,6.08288,0.661582,-1.43241,6.11133,0.475304,2.13434
0.73158,3.78646,1.08503,0.82243,0.952544,6.05548,0.78497,-1.84979,6.13401,0.48113,2.23983
0.641808,3.90737,1.52775,0.811191,0.950414,6.4887,0.535004,-1.34213,6.17357,0.454579,2.17597
0.595151,3.98229,1.27569,0.743888,0.880841,5.96552,0.39983,-0.957735,6.98228,0.474376,2.05382
0.56206,3.78242,1.04297,0.734413,0.86756,5.75279,0.648237,-1.53292,6.25922,0.471585,2.02243
0.791429,3.75692,0.93994,0.837657,0.989502,6.28051,0.513368,-0.447539,7.52968,0.476715,2.14563
0.557227,3.33555,1.13837,0.763123,0.920063,6.01129,0.562449,-0.991671,6.90848,0.467086,2.0269
0.415472,3.04678,1.72605,0.766585,0.902893,5.40703,0.540802,-0.781343,7.1113,0.486911,2.13885
0.622147,3.12756,1.60835,0.715851,0.855526,5.81264,0.466674,-0.650629,7.56089,0.482117,2.07164
0.416026,2.86798,1.57454,0.844528,0.979538,6.34617,0.309955,-0.664959,7.23809,0.476381,2.16098
0.606936,3.27277,1.27847,0.739749,0.888434,5.87029,0.691579,-0.619385,6.50613,0.468465,2.1424
0.634623,3.38815,1.162,0.750186,0.875435,5.75226,0.487272,-0.330744,7.28209,0.47716,2.18124
0.703004,3.5198,1.29287,0.725614,0.858712,5.94281,0.333027,-0.738152,6.94813,0.461948,2.21615
0.722934,3.39311,1.22043,0.825502,0.97927,6.34337,0.660593,-0.615841,7.31276,0.468462,2.3584
0.593634,3.32904,1.17058,0.831068,0.989345,6.19638,0.11924,-0.669939,8.20176,0.486301,2.11988
0.430808,3.05616,1.85577,0.758828,0.881148,5.84402,0.611892,-0.928485,7.25138,0.463387,2.08497
0.482967,2.83823,1.57789,0.829418,0.984926,6.20861,0.290928,-0.458265,7.81522,0.471735,2.16545
0.661305,3.18625,1.20983,0.773035,0.95773,6.18837,0.313295,-0.940071,7.17341,0.491994,1.73996
0.633263,3.44401,1.56695,0.79451,0.928161,6.49814,0.537098,-1.07249,6.83675,0.468667,2.38606
0.598789,3.3778,1.55256,0.780787,0.930578,6.36138,0.676382,-0.947768,6.85034,0.467745,2.21158
1.08695,4.11382,0.876836,0.792306,0.968108,6.00626,0.410503,-0.755503,7.2815,0.487195,2.02094
1.15683,4.03447,0.564511,0.799404,0.969056,6.1192,0.366881,-0.77664,7.24001,0.475258,2.181
0.949104,3.76725,0.790039,0.784472,0.93872,6.17743,0.34216,-0.843,7.06755,0.472639,2.20626
0.784957,3.22332,0.87278,0.674753,0.790769,5.50484,0.459834,-0.757374,6.96363,0.478797,2.10842
0.808032,3.67372,0.888863,0.763503,0.902236,5.86106,0.424268,-0.442518,7.4095,0.461332,2.25798
0.864575,3.6669,0.945407,0.78632,0.953036,6.27727,0.470807,-1.58684,6.84677,0.458459,2.29908
0.942726,3.83949,0.746965,0.832499,0.959601,6.26142,0.240646,-0.81738,7.34742,0.470294,2.24308
0.871298,3.53787,0.968028,0.808564,0.973529,6.47867,0.419387,-0.978357,7.0547,0.470375,2.19022
0.976554,4.37732,0.847642,0.786738,0.97253,5.98804,0.334163,-0.776712,7.35569,0.471993,2.28076
1.04722,4.52646,0.478748,0.813102,0.952327,6.28105,0.531546,-1.14121,6.72319,0.489596,2.01957
0.966399,4.22246,0.459802,0.824418,0.984377,6.58183,0.44972,-1.01645,7.06955,0.498827,2.02756
0.983395,4.49228,0.895566,0.775617,0.894223,5.96568,0.353024,-0.864933,7.15558,0.473711,2.32
0.989966,4.5692,0.821242,0.800146,0.957352,6.13494,0.309721,-0.921516,7.22306,0.483811,2.14405
0.939474,4.06209,0.97302,0.815699,0.946863,6.13534,0.456149,-0.794205,7.02349,0.461561,2.19776
0.808946,3.88163,1.19146,0.773927,0.905231,6.18132,0.204688,-0.570013,7.78071,0.470009,2.31979
0.835988,3.67565,1.14858,0.779913,0.937449,5.95533,0.167551,-0.530929,7.78458,0.483439,1.98316
1.00878,3.69154,0.877069,0.805909,0.934893,6.06423,0.656181,-0.980161,6.66867,0.481698,2.19942
1.03214,3.69632,0.632807,0.839306,0.959538,6.15799,0.237596,-0.549322,7.81276,0.480617,2.08036
1.00539,3.78196,0.77605,0.806305,0.940822,5.97708,0.209716,-1.10026,7.35809,0.460001,2.34159
0.892151,3.45808,1.17967,0.79801,0.930984,5.92885,0.632871,-0.61743,6.4664,0.482792,2.02587
0.852112,3.63375,0.74738,0.825841,0.969632,6.01837,0.267415,-0.723305,7.15875,0.458465,2.11608
0.697119,3.8618,1.30599,0.764116,0.9156,6.00151,0.837097,-0.725746,6.72874,0.458915,2.22902
0.729962,3.73562,1.1231,0.837052,0.989423,6.38247,0.199386,-0.670202,7.58302,0.478377,1.8773
0.825045,4.34962,1.12601,0.742709,0.9046,6.02175,0.480378,-2.50094,6.57087,0.488106,2.15315
0.82575,4.43079,1.36854,0.794161,0.953801,6.27027,0.627474,-1.34086,6.32577,0.478935,2.05331
0.971771,5.0027,0.82412,0.81422,0.941455,6.25747,0.252512,-0.862907,7.14351,0.475092,2.26407
0.997034,4.9827,0.872766,0.829276,0.97981,6.37556,0.312267,-0.691787,7.1584,0.47616,2.16598
0.932058,4.30912,0.773217,0.819407,0.962045,5.98756,0.58032,-2.01687,6.52229,0.481802,1.9185
0.768852,4.08232,0.789353,0.87089,0.984794,6.51856,0.361439,-0.994049,7.14613,0.476305,2.15106
0.702032,4.20083,1.32018,0.806823,0.975898,6.43636,0.643753,-0.885254,6.49069,0.488086,2.01085
0.600215,3.881,1.62827,0.78656,0.932207,6.04165,0.200646,-0.361898,7.95574,0.469683,2.23765
0.664963,4.04094,1.40022,0.837665,0.955851,6.32924,0.662248,-1.89099,6.37746,0.462366,2.27041
0.749736,4.33232,1.10891,0.78185,0.939895,5.98058,0.528291,-1.31473,6.64426,0.497269,1.96317
0.575109,3.85128,1.39705,0.758827,0.902567,5.99923,0.303927,-0.68801,7.1462,0.45714,2.18638
0.623111,3.67837,1.99609,0.812898,0.979789,6.22214,0.519821,-0.607696,6.95748,0.474666,2.04067
0.644583,3.85696,1.90971,0.840405,0.993361,6.3285,0.563382,-0.483899,7.02969,0.476071,2.22996
0.625145,3.49449,1.09523,0.778443,0.93722,6.0794,0.397193,-1.10397,7.21647,0.470629,2.17215
0.482366,3.48332,1.36933,0.822721,0.963562,6.31822,0.405597,-0.371557,7.37498,0.469376,2.08932
0.542101,3.61566,1.1994,0.792762,0.964798,6.18221,0.351438,-0.46658,7.45111,0.47302,2.05055
0.475719,3.43882,1.29926,0.782373,0.909516,6.01085,0.500736,-1.438,6.55467,0.481159,2.09878
0.783251,4.10083,1.00125,0.8033,0.957006,6.21344,0.365371,-0.426454,7.79302,0.482711,2.15707
0.934706,4.25314,0.492901,0.839267,0.933907,6.28512,0.637347,-1.77978,6.00242,0.453839,2.32261
0.398653,3.45061,1.60199,0.770777,0.899524,5.95778,0.379757,-0.391287,7.47252,0.48688,2.0412
0.615684,3.81526,1.57753,0.833196,0.984134,6.59612,0.356498,-1.30982,7.11768,0.449464,2.50104
0.677342,4.14347,1.18739,0.848939,0.990858,6.26447,0.278362,-0.605094,7.50138,0.461142,2.20873
0.730687,4.02755,1.43574,0.785646,0.934957,6.24618,0.20631,-1.06823,7.30104,0.477654,2.0537
0.736411,3.88137,1.45017,0.810878,0.969367,6.29702,0.339353,-0.763501,7.21871,0.466988,2.11728
0.655484,4.10217,1.24362,0.804216,0.939842,6.16224,0.356533,-0.800774,7.33748,0.462665,2.21023
0.487647,3.30369,1.43928,0.793967,0.941041,5.99208,0.609573,-1.0017,6.55802,0.465763,2.15538
0.585344,3.39563,1.39741,0.765755,0.939748,6.12495,0.401933,-1.21204,6.94266,0.487161,2.01847
0.804209,3.52344,1.1622,0.829616,0.979544,6.48653,0.338962,-0.423586,7.56988,0.46106,2.33754
0.650978,3.0992,1.18838,0.79999,0.943105,6.24852,0.334731,-0.945036,7.01002,0.475527,2.2606
0.641871,3.43003,1.46781,0.808236,0.947545,6.19539,0.475672,-1.10576,6.83068,0.473024,2.17297
0.814638,3.50825,0.8338,0.805616,0.935881,6.2711,0.498419,-1.11156,6.84903,0.476722,2.11911
0.486678,3.21755,1.77924,0.787963,0.922603,6.22501,0.336438,-0.701919,7.27335,0.477467,2.07162
0.496075,3.36672,1.66052,0.838265,0.989862,6.22015,0.506344,-0.492095,6.8967,0.468782,2.2065
0.423164,3.39942,1.86638,0.834349,0.976294,6.55097,0.585886,-0.680137,6.94543,0.472539,2.14081
0.640598,3.82602,1.27596,0.769036,0.900614,6.20594,0.277853,-0.55519,7.6299,0.482592,2.24032
0.444429,3.01906,1.51566,0.814053,0.953151,6.4101,0.536176,-0.784576,6.73416,0.46215,2.30495
0.757535,2.97652,1.27272,0.837651,0.970721,6.52369,0.213888,-0.739587,7.70059,0.492098,2.12626
0.749291,2.83186,1.33109,0.783881,0.939087,6.02749,0.477189,-0.808791,6.96835,0.452965,2.22176
0.733977,2.76295,1.27739,0.808162,0.963155,6.30727,0.378679,-0.840479,7.42366,0.490532,2.26494
0.835286,3.4075,0.673041,0.75274,0.883774,6.01383,0.408801,-0.727076,7.03564,0.483037,2.10411
0.863902,3.5716,0.635965,0.803353,0.942721,6.0526,0.398897,-0.892169,6.91823,0.444882,2.41733
0.687065,3.44641,1.38606,0.817843,0.972619,6.26347,0.373177,-0.338193,7.16602,0.47539,1.98525
0.762084,3.84974,1.2038,0.839898,0.957717,6.38902,0.379737,-1.15316,7.18636,0.454401,2.25275
0.747031,3.9353,0.951141,0.822425,0.996278,6.13127,0.492154,-0.430672,7.47481,0.478177,1.94956
0.873478,4.36734,0.712798,0.828791,0.966977,6.63204,0.559398,-0.614353,6.88942,0.474803,2.22669
0.614911,4.18023,1.45823,0.831508,0.977776,6.65404,0.380779,-0.508598,7.44824,0.478666,2.26989
0.850985,3.04737,0.981614,0.763953,0.89819,5.83558,0.386373,-0.589544,7.31143,0.467155,2.0873
0.845571,2.87974,0.926288,0.820932,0.965836,6.32128,0.305018,-1.40491,7.12697,0.480381,2.15227
0.866569,3.08535,1.31186,0.740513,0.901032,6.0535,0.458443,-0.345579,7.64442,0.484816,2.06118
0.547045,2.49135,1.43016,0.801344,0.956585,6.24301,0.258668,-1.67031,7.16246,0.490841,1.98734
0.664113,2.84291,1.50064,0.795271,0.930865,6.05692,0.527618,-0.39402,7.39631,0.462267,2.33429
0.554463,2.55562,1.31243,0.824963,0.975962,6.43803,0.194529,-1.00733,7.31134,0.475819,2.19013
0.531773,2.75224,1.61737,0.769266,0.926322,6.14274,0.540199,-0.404912,6.8956,0.460854,2.32064
0.564835,3.0992,1.70191,0.788313,0.946654,6.0338,0.759163,-0.165002,7.4491,0.47639,2.193
0.68353,3.06047,1.46538,0.78482,0.904557,5.94848,0.585289,-0.398194,7.44706,0.453765,2.33423
0.66789,3.0152,1.48543,0.769753,0.914827,5.91584,0.557616,-0.482325,7.31229,0.454297,2.34296
0.797333,3.31056,1.06441,0.834485,0.970762,6.38272,0.321553,-1.0597,7.43147,0.494714,2.09796
0.884767,3.41344,0.928809,0.822812,0.976564,6.42899,0.499191,-0.57605,6.84915,0.474365,2.12575
0.838522,3.41545,1.05617,0.829689,0.966413,6.04252,0.619667,-0.597992,7.04816,0.479598,2.21428
0.910409,3.51066,0.946469,0.852005,0.970182,6.16778,0.27119,-0.797829,7.40095,0.465989,2.41309
0.956676,3.70612,0.824865,0.82105,0.977869,6.0436,0.510474,-0.714353,6.98416,0.485857,2.2408
0.713599,2.57479,1.50417,0.786359,0.942598,5.99183,0.309254,-0.84299,7.23152,0.466933,2.09719
0.81336,2.67942,1.295,0.738843,0.916844,5.95731,0.471875,-0.876291,7.18551,0.484146,2.11807
0.715957,2.62716,1.43531,0.828866,0.963332,6.40994,0.341294,-1.03468,7.12026,0.489484,2.22065
0.758434,2.39284,1.49376,0.789379,0.982997,6.15497,0.325939,-1.1816,7.37031,0.473087,2.03822
0.718801,2.73071,1.20523,0.817024,0.978579,6.1724,0.493733,-0.647295,7.35051,0.456621,2.01508
0.663345,3.13284,1.28617,0.797884,0.913417,6.13673,0.53169,-0.316495,7.22263,0.494345,2.09897
0.715546,3.32401,1.2583,0.770537,0.940221,6.04692,0.392397,-1.09024,6.78752,0.463512,2.08304
1.05738,3.81889,0.734719,0.815457,0.933898,6.35374,0.356086,-0.580326,7.48377,0.475969,2.14209
0.97084,3.36228,0.809462,0.809445,0.957843,6.26338,0.155825,-0.769354,7.80744,0.446808,2.36211
0.90251,3.06341,1.14824,0.70486,0.815483,5.9243,0.139159,-0.417189,8.34141,0.478817,1.96243
0.848368,2.61092,1.0924,0.796118,0.952278,6.15454,0.461098,-1.49993,7.06342,0.458415,2.23484
0.853549,2.82077,0.957524,0.775549,0.932932,5.89389,0.387277,-0.670648,7.19218,0.462053,2.29691
0.757956,2.60221,1.16351,0.76134,0.886149,6.02624,0.313798,-0.770454,7.34681,0.471327,2.13347
0.794692,2.56292,1.17156,0.828547,0.970751,5.91323,0.522806,-1.3077,7.05653,0.487503,1.94486
0.894462,3.16791,1.20129,0.833776,0.955534,6.30028,0.354627,-0.627985,7.18308,0.462255,2.28945
0.676676,2.72609,1.65493,0.796413,0.945035,6.39231,0.473149,-0.907237,7.29527,0.489265,2.01063
0.695722,2.82142,1.65527,0.696378,0.829852,5.67992,0.531613,-1.10803,6.98169,0.48129,2.29059
0.657917,3.11105,1.03935,0.813305,0.976702,6.83546,0.281234,-0.714662,7.35297,0.480316,2.10728
0.78883,3.69091,1.17822,0.680424,0.789235,5.91529,0.566676,-0.775576,6.59418,0.478629,2.35744
0.909776,3.61968,0.764497,0.799364,0.966063,6.08702,0.374593,-0.345329,7.88614,0.496104,1.7482
1.04014,3.55208,0.675939,0.786001,0.929213,6.07986,0.599361,-1.65297,6.7392,0.483467,2.18306
0.900752,3.24823,0.873111,0.806486,0.938815,6.15751,0.387664,-0.955273,7.07162,0.481539,2.17751
0.810439,3.57302,1.35731,0.829617,0.980653,6.33043,0.328981,-0.516809,7.38972,0.463892,2.27797
0.856282,3.50559,1.13964,0.838367,0.979025,6.40153,0.350064,-0.764204,7.49552,0.48073,2.17869
1.04947,3.41996,0.718751,0.781849,0.9212,6.10656,0.337141,-1.06276,7.4029,0.48532,2.08713
0.675873,2.6331,1.22452,0.793517,0.951589,6.14111,0.468514,-0.69903,7.40714,0.488613,2.13622
0.798025,2.84332,1.24807,0.826999,0.964628,6.19286,0.303757,-1.17187,7.3519,0.477155,2.14198
0.849739,3.31775,1.22375,0.839763,0.979458,6.23321,0.465762,-0.444027,7.32364,0.479567,2.10092
0.822584,3.28481,1.00912,0.772871,0.906611,6.11218,0.301054,-1.13112,7.09843,0.476347,2.22231
0.763921,3.45882,1.07437,0.800201,0.937404,6.10886,0.281491,-0.353889,7.99108,0.470501,2.34968
0.600429,3.27938,1.10377,0.812978,0.960489,6.23345,0.560863,-1.96858,6.32136,0.490302,1.99126
0.535773,3.65822,1.74209,0.843557,0.967375,6.4562,0.543283,-0.458915,7.2011,0.46166,2.38981
0.480977,3.36197,1.63888,0.803253,0.970129,6.23988,0.261184,-1.11677,7.3124,0.458151,2.34121
0.492171,3.73087,1.56452,0.806498,0.965226,6.27049,0.326103,-0.823689,7.17114,0.475454,2.19369
0.726916,3.78971,1.00021,0.777022,0.928787,5.9725,0.408584,-0.853164,7.11583,0.477028,2.10438
0.657351,3.64163,1.07224,0.784871,0.938738,6.24335,0.414939,-0.846561,7.19911,0.474956,2.2414
0.762076,4.2615,0.759527,0.814158,0.97494,6.14001,0.509597,-0.699451,6.91676,0.478413,2.07893
0.704653,3.99077,0.73897,0.776691,0.956617,6.2539,0.374118,-1.07641,7.23454,0.48669,2.01694
0.73708,3.93719,0.819529,0.802506,0.920799,5.93297,0.53573,-0.560556,7.18603,0.465847,2.19851
0.917422,3.9288,0.915777,0.795265,0.955779,6.14105,0.442646,-0.637572,7.08251,0.49379,2.02021
0.906939,3.82146,0.914614,0.822592,0.966001,6.1058,0.456304,-0.584596,7.28497,0.499271,2.09972
0.849649,3.58742,0.953993,0.770637,0.918231,6.13476,0.6868,-1.02543,6.84695,0.458094,2.19737
0.814686,3.54016,1.01579,0.791796,0.92802,6.03914,0.570365,-1.11185,6.84032,0.46591,2.24111
0.773092,3.40709,1.08546,0.78078,0.941897,6.04406,0.38151,-0.851709,6.99579,0.462188,2.25196
0.76519,3.14141,1.21679,0.81496,0.940911,6.09796,0.44371,-0.500943,6.96953,0.493866,1.91784
0.761083,2.43353,1.20054,0.797654,0.937529,6.01593,0.273369,-0.659969,7.41642,0.464805,2.2154
0.757017,2.44115,1.18805,0.799195,0.952364,6.28344,0.210021,-0.534747,8.05067,0.46299,2.29453
0.808346,3.37596,0.836333,0.786494,0.946379,6.2558,0.62353,-0.651561,6.45178,0.49077,2.0612
0.691236,2.91164,1.38122,0.79864,0.925508,6.15959,0.230496,-1.06911,7.20564,0.464966,2.22951
0.666373,2.80294,1.39582,0.802554,0.948507,6.17519,0.219762,-0.956268,7.2822,0.463129,2.23282
0.751259,2.91151,1.29132,0.803486,0.91301,6.04927,0.270064,-0.952551,7.26391,0.464304,2.27846
0.600677,2.42274,1.40012,0.774781,0.888006,5.90451,0.339212,-0.723815,7.14774,0.454099,2.29449
0.803853,3.2268,1.0357,0.828737,0.987654,6.5258,0.338381,-0.887549,6.98685,0.481753,2.18957
0.879373,3.8455,0.568787,0.793886,0.923206,5.98864,0.593586,-0.688242,6.9742,0.467779,2.19402
0.914513,3.87122,0.43322,0.785081,0.947803,6.1991,0.519121,-0.784586,6.80992,0.466801,2.22615
0.708158,3.9859,0.746132,0.813058,0.971942,6.29862,0.555014,-0.98371,6.98462,0.472578,2.1914
0.81075,3.9037,0.974718,0.789711,0.928616,6.24993,0.517851,-0.859187,7.15558,0.483155,2.20107
0.872194,3.64617,0.912844,0.775915,0.919133,5.8666,0.361301,-0.738506,7.17281,0.483675,2.07356
0.804695,3.67064,1.09616,0.755626,0.88654,5.75385,0.3044,-1.11935,7.15916,0.476865,1.98254
0.51656,2.82486,1.44883,0.785968,0.929895,6.05583,0.434149,-0.305625,7.46492,0.496861,2.00549
0.589646,2.69048,1.25348,0.799539,0.959468,6.28916,0.359115,-1.26796,7.08086,0.482752,2.14987
0.58487,2.30564,1.07604,0.838767,0.975326,6.35498,0.456886,-0.544773,7.26874,0.464779,2.34818
0.643422,2.43476,1.03037,0.813938,0.968839,6.34597,0.288,-1.43731,7.10543,0.476156,2.11055
0.478172,2.27932,1.46673,0.810926,0.974286,6.35589,0.638145,-0.618674,6.74663,0.468843,2.12891
0.442966,2.31466,1.62905,0.757803,0.897635,5.84792,0.351414,-0.737832,7.35363,0.480953,2.28335
0.554738,2.88108,1.40415,0.840211,0.957755,6.41714,0.371094,-0.862058,7.29344,0.470878,2.17009
0.707119,3.48145,1.23518,0.810362,0.946151,6.21805,0.385964,-0.50991,7.05746,0.482413,2.16302
0.736306,4.16022,0.810695,0.809862,0.951304,6.17776,0.80558,-1.45586,6.45494,0.483339,1.96885
0.770776,3.8664,1.13636,0.777559,0.909535,6.04534,0.353073,-0.589182,6.9362,0.480484,2.14286
0.82045,3.81934,1.1103,0.837602,0.960613,6.13105,0.409781,-0.706561,6.78326,0.475579,2.15937
1.02285,4.04524,0.871374,0.745521,0.88131,6.06743,0.43497,-0.951152,6.82751,0.465685,2.32703
0.990466,4.20496,0.908205,0.741854,0.865549,5.97436,0.480079,-0.670839,7.14046,0.466319,2.24873
0.720414,3.64091,1.3062,0.770755,0.940186,5.74912,0.307882,-1.34078,7.04459,0.491111,2.00827
0.706877,3.70296,1.29033,0.754385,0.889172,6.15399,0.376972,-0.572296,7.15448,0.461263,2.24246
0.585078,3.66697,1.52997,0.82882,0.980431,6.19801,0.456917,-0.893291,6.77055,0.483521,2.02681
0.734642,4.22044,1.30279,0.756075,0.909288,6.07991,0.268867,-0.685033,7.3964,0.490479,2.03329
0.877725,4.23482,1.08184,0.778513,0.923456,6.21511,0.581426,-0.853027,6.61186,0.471528,2.0929
0.825448,3.94887,0.885018,0.793108,0.939745,6.20608,0.349815,-1.28325,7.09309,0.481021,1.98348
0.774065,3.94588,1.1367,0.74991,0.890611,5.90056,0.472069,-0.521093,7.31615,0.462661,2.33128
0.715275,3.977,1.39988,0.774609,0.913978,5.94892,0.320319,-1.03355,7.21446,0.478942,1.93084
0.729586,3.99694,1.31552,0.795409,0.95919,6.06906,0.363324,-0.877586,7.11057,0.495811,1.88972
0.879001,4.52658,0.454081,0.81798,0.965781,6.17951,0.570517,-0.822617,6.94669,0.47867,2.12919
0.936543,4.61107,0.332511,0.814911,0.9562,6.15002,0.53497,-0.931266,6.73854,0.481822,2.14297
0.886744,4.30183,0.372186,0.789045,0.965,6.17561,0.576984,-1.47858,6.61551,0.475675,2.14039
0.868145,4.27496,0.365557,0.828261,0.967228,6.03978,0.50946,-0.954835,6.59528,0.480571,2.18417
0.818696,4.33471,0.363975,0.769987,0.930335,5.88132,0.705267,-2.33328,6.3157,0.476136,2.03319
0.646097,3.82549,1.24632,0.805067,0.960081,6.31464,0.497994,-0.53772,7.24885,0.459999,2.19922
0.810746,4.21753,1.04192,0.80453,0.96467,5.96156,0.217243,-1.07554,7.31518,0.4633,2.19062
0.878742,4.06172,0.635919,0.791703,0.962876,6.00805,0.750253,-0.45609,7.21014,0.471345,1.96061
0.818087,3.60784,1.25777,0.804566,0.941723,6.19262,0.674548,-0.783031,7.01296,0.481099,2.11239
0.785803,3.29019,1.08326,0.76087,0.93109,5.84049,0.398722,-0.821511,7.41712,0.468894,1.9087
0.882207,3.74957,0.879623,0.746616,0.873496,5.64361,0.842656,-1.47467,6.36316,0.471107,1.96798
0.599726,2.7503,1.60163,0.82339,0.981203,6.4965,0.41318,-0.417511,8.07886,0.475669,2.14346
0.504152,3.09014,1.63376,0.792953,0.943693,6.2397,0.480132,-1.33644,6.4795,0.465532,2.15879
0.633708,3.41303,1.47564,0.816828,0.979562,6.23402,0.423226,-0.717261,7.00316,0.470816,2.33461
0.719644,3.53112,1.19624,0.75479,0.886401,5.8125,0.212741,-0.833048,7.34195,0.488513,2.05952
0.79734,3.74065,1.26866,0.7837,0.937086,6.15035,0.642957,-1.33485,6.71635,0.480562,1.95192
0.711633,3.84108,1.53446,0.827327,0.963854,6.24471,0.224723,-0.714735,7.47644,0.476429,2.08133
0.800854,3.83635,1.1792,0.836966,0.967476,6.30878,0.529573,-0.947355,6.72071,0.481693,2.21417
0.77382,3.57657,1.37571,0.80649,0.978738,6.26779,0.686403,-0.251912,6.69872,0.459652,2.29352
0.746471,3.46919,1.51717,0.811577,0.966167,6.42089,0.495415,-0.376754,7.34872,0.493178,2.00878
0.779145,3.73811,1.56273,0.776971,0.955093,5.98073,0.398813,-1.24444,7.00817,0.473458,2.11176
0.988788,3.8762,1.23847,0.812795,0.949671,6.45322,0.574631,-0.500347,7.01592,0.488439,2.14242
0.982286,3.82358,1.04641,0.825659,0.982742,6.038,0.265537,-1.05519,7.41869,0.470129,2.42871
0.954887,3.8489,0.91666,0.837481,0.970416,6.58036,0.384416,-0.51209,7.23794,0.480804,1.97176
0.90381,4.2882,1.30821,0.821907,0.958422,6.55856,0.419424,-0.993478,7.06969,0.466623,2.18762
0.772701,4.4459,1.14016,0.754461,0.887219,6.19051,0.548258,-0.922225,6.75801,0.472029,2.20093
0.669708,4.02781,1.28846,0.746001,0.898331,5.41115,0.532455,-0.783182,7.17238,0.48237,2.16647
0.76027,4.23936,1.18293,0.727369,0.884293,5.60302,0.48983,-0.675424,7.05672,0.485349,2.24201
0.610626,3.07629,1.29989,0.826284,0.978118,6.43785,0.528946,-0.407253,7.23079,0.462345,2.42477
0.912999,3.72043,0.242075,0.783336,0.954065,5.9924,0.588151,-1.28449,6.44327,0.484519,2.04478
0.683092,4.10794,1.50601,0.81332,0.967004,6.231,0.276731,-0.966081,7.18043,0.462521,2.30414
